"","X","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"1656",302797,2007,27,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"1657",81223,2004,57,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.74036268949424,114.475713290347
"1658",88062,2004,48,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.57978359661681,97.4932940453934
"1659",452864,2009,41,"4. Divorced","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.5854607295085,98.0483505056004
"1660",12144,2005,59,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"1661",160944,2003,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1662",8105,2005,54,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.89209460269048,133.232350826567
"1663",154672,2003,34,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1664",453271,2009,43,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.30102999566398,73.7757432746946
"1665",155921,2003,43,"4. Divorced","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"1666",154732,2003,62,"3. Widowed","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.12762304959803,62.0303046060726
"1667",233690,2006,45,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.57978359661681,97.4932940453934
"1668",86143,2004,40,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.98227123303957,145.805163374625
"1669",156740,2003,33,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.41497334797082,82.6796372966372
"1670",12718,2005,45,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5,148.413159102577
"1671",449744,2009,21,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.90308998699194,49.5553381215226
"1672",448117,2009,54,"2. Married","3. Asian","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.30102999566398,73.7757432746946
"1673",154750,2003,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.30102999566398,73.7757432746946
"1674",83654,2004,54,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.84509804001426,127.115743812184
"1675",81277,2004,35,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.69897000433602,109.833985642199
"1676",379686,2008,23,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.12057393120585,61.5945831752282
"1677",227939,2006,61,"3. Widowed","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.71349054309394,111.440469567068
"1678",80897,2004,51,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.92941892571429,138.299126920883
"1679",231662,2006,43,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"1680",154839,2003,20,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.32221929473392,75.3556793180091
"1681",305114,2007,51,"2. Married","4. Other","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.93449845124357,139.00340805947
"1682",450873,2009,65,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.77815125038364,118.884359339886
"1683",447174,2009,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1684",377920,2008,24,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.19318027356535,66.2330957333126
"1685",161041,2003,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.29446622616159,73.2930820722881
"1686",14541,2005,45,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.8750612633917,130.982177377461
"1687",376938,2008,33,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.62321723414596,276.778413321176
"1688",447645,2009,36,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.46487687145819,86.9103277389946
"1689",80720,2004,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1690",447722,2009,45,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1691",155179,2003,51,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.65321251377534,104.921506533664
"1692",8907,2005,33,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.91907809237607,136.876367635184
"1693",160862,2003,47,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.43136376415899,84.0459576539924
"1694",155453,2003,37,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.27875360095283,196.125272594255
"1695",378199,2008,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.79934054945358,121.430313822622
"1696",12156,2005,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.56848333727166,96.3977959023552
"1697",447458,2009,57,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.85733249643127,128.680488220624
"1698",232327,2006,61,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"1699",301930,2007,47,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.44715803134222,85.3839403789827
"1700",158517,2003,29,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.47712125471966,87.9810327856054
"1701",12579,2005,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"1702",13995,2005,57,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5,148.413159102577
"1703",82195,2004,39,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.39794000867204,81.2832532842527
"1704",306499,2007,59,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.98227123303957,145.805163374625
"1705",302319,2007,31,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.00432137378264,149.055895589404
"1706",447816,2009,26,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.57978359661681,97.4932940453934
"1707",449074,2009,51,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77085201164214,118.019753340006
"1708",229524,2006,38,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864
"1709",232133,2006,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.77815125038364,118.884359339886
"1710",85388,2004,50,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.38021124171161,79.8549003093467
"1711",13298,2005,32,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1712",307289,2007,38,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.07918124604763,160.642475408263
"1713",7589,2005,49,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"1714",9082,2005,40,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.30102999566398,73.7757432746946
"1715",305036,2007,60,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.04139268515823,154.68529299563
"1716",302117,2007,30,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.6232492903979,101.82435207568
"1717",160497,2003,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"1718",450224,2009,32,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.74036268949424,114.475713290347
"1719",449975,2009,26,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.66275783168157,105.927810775063
"1720",80475,2004,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.39794000867204,81.2832532842527
"1721",378718,2008,53,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.90308998699194,134.705375118879
"1722",13370,2005,35,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.57978359661681,97.4932940453934
"1723",380165,2008,50,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1724",86118,2004,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.14612803567824,171.765132627508
"1725",159505,2003,50,"5. Separated","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.2169572073611,67.8267871319966
"1726",450919,2009,19,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.30102999566398,73.7757432746946
"1727",80496,2004,42,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.51851393987789,91.6992261117042
"1728",302736,2007,53,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.20411998265593,66.9616443217359
"1729",81910,2004,22,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.55630250076729,95.2307125669819
"1730",159140,2003,49,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.5910646070265,98.5993438603892
"1731",8846,2005,33,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1732",7415,2005,31,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.39794000867204,81.2832532842527
"1733",80565,2004,43,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.50514997831991,90.4819133566401
"1734",452789,2009,57,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.69897000433602,109.833985642199
"1735",13535,2005,40,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"1736",156743,2003,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.43710021942166,84.5294690248517
"1737",87391,2004,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.6232492903979,101.82435207568
"1738",450392,2009,58,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"1739",155733,2003,50,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"1740",12600,2005,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"1741",80237,2004,33,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.61909333062674,101.402052302992
"1742",306346,2007,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.00432137378264,149.055895589404
"1743",81445,2004,48,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.30102999566398,73.7757432746946
"1744",231389,2006,53,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.07918124604763,160.642475408263
"1745",378598,2008,37,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1746",306310,2007,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.78252278729839,119.405204322401
"1747",380028,2008,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.68124123737559,107.903923866876
"1748",86072,2004,41,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.04257551244019,154.868367231559
"1749",11321,2005,57,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.32221929473392,75.3556793180091
"1750",307301,2007,54,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77524625974024,118.539502533774
"1751",447298,2009,25,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.34242268082221,76.8936025176112
"1752",161253,2003,35,"5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.13033376849501,62.198679430261
"1753",377359,2008,29,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.20411998265593,182.020620963512
"1754",453728,2009,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.59061783348625,267.901086855275
"1755",14042,2005,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.95424250943933,141.77517233318
"1756",304908,2007,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.23044892137827,186.876677628007
"1757",160028,2003,52,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.27875360095283,72.1504556815713
"1758",13005,2005,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.90308998699194,49.5553381215226
"1759",158124,2003,51,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.39794000867204,81.2832532842527
"1760",86567,2004,55,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1761",82851,2004,37,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.57978359661681,97.4932940453934
"1762",305392,2007,48,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.7160033436348,111.720849360989
"1763",153650,2003,42,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.6232492903979,101.82435207568
"1764",304093,2007,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"1765",233121,2006,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.47712125471966,87.9810327856054
"1766",230850,2006,33,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.43136376415899,84.0459576539924
"1767",157822,2003,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.36172783601759,78.3924668009837
"1768",451294,2009,20,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.83657727484065,46.3665027412862
"1769",14543,2005,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.88930170250631,132.860765311572
"1770",159847,2003,58,"4. Divorced","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.12057393120585,61.5945831752282
"1771",83903,2004,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"1772",378535,2008,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.19312459835446,66.2294082943902
"1773",453171,2009,54,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.69019608002851,108.874525834712
"1774",301347,2007,66,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864
"1775",453420,2009,47,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.02938377768521,152.838800991182
"1776",155699,2003,35,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.34242268082221,76.8936025176112
"1777",380739,2008,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.96378782734556,143.134940811134
"1778",9766,2005,35,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.82994669594164,125.20428658029
"1779",234383,2006,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.32559775286002,75.610695863947
"1780",232723,2006,41,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1781",81234,2004,40,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"1782",229581,2006,50,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.07918124604763,59.0970640815891
"1783",87788,2004,35,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"1784",452608,2009,43,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.55630250076729,95.2307125669819
"1785",8652,2005,26,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"1786",451324,2009,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.90308998699194,49.5553381215226
"1787",160285,2003,61,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.8750612633917,130.982177377461
"1788",84767,2004,24,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",3.77815125038364,43.7351116779821
"1789",229001,2006,66,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1790",230839,2006,50,"3. Widowed","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1791",11453,2005,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.31806333496276,75.0431540173515
"1792",87015,2004,62,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.51851393987789,91.6992261117042
"1793",157453,2003,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.66275783168157,105.927810775063
"1794",87789,2004,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.30102999566398,73.7757432746946
"1795",10827,2005,54,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.13672056715641,170.156834417801
"1796",450748,2009,29,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.92941892571429,138.299126920883
"1797",83883,2004,39,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.6232492903979,101.82435207568
"1798",230302,2006,71,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.47712125471966,87.9810327856054
"1799",160949,2003,22,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.36172783601759,78.3924668009837
"1800",302490,2007,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.81291335664286,123.089699847943
"1801",452615,2009,35,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.75587485567249,116.265324062503
"1802",156728,2003,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.50514997831991,90.4819133566401
"1803",158466,2003,51,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.69897000433602,109.833985642199
"1804",8344,2005,55,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.65321251377534,104.921506533664
"1805",7436,2005,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1806",374803,2008,57,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005
"1807",12491,2005,21,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318
"1808",232762,2006,60,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.85733249643127,128.680488220624
"1809",230998,2006,41,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.30102999566398,73.7757432746946
"1810",84524,2004,56,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.93701610746481,139.353811767493
"1811",13464,2005,32,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005
"1812",159550,2003,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.30102999566398,73.7757432746946
"1813",234248,2006,36,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.68124123737559,107.903923866876
"1814",234357,2006,28,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.16731733474818,64.5420748732979
"1815",451267,2009,60,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.92941892571429,138.299126920883
"1816",155944,2003,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.49136169383427,89.2428846644714
"1817",228029,2006,55,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864
"1818",159068,2003,36,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"1819",228443,2006,46,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401
"1820",376883,2008,62,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.49415459401844,89.4924795180001
"1821",233097,2006,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.63245729218472,102.766280877288
"1822",228418,2006,36,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1823",80966,2004,41,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"1824",229478,2006,22,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347
"1825",374483,2008,51,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.86740855652279,129.983634818897
"1826",381181,2008,57,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.70757017609794,110.782650276254
"1827",12955,2005,55,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.74036268949424,114.475713290347
"1828",161502,2003,36,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"1829",380218,2008,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.62321723414596,276.778413321176
"1830",156036,2003,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",3.17609125905568,23.9529444789965
"1831",229899,2006,27,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.64345267648619,103.90247060316
"1832",305122,2007,32,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"1833",450849,2009,44,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.27230584440209,71.6867436659172
"1834",376406,2008,56,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.62321723414596,276.778413321176
"1835",303218,2007,38,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318
"1836",156645,2003,36,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864
"1837",14338,2005,28,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69019608002851,108.874525834712
